Gene,five_prime_utr,three_prime_utr,mtif_support
YNR030W,61.0,154.0,103
YNR031C,,,0
YNR032C-A,4.0,102.0,252
YNR032W,105.0,102.0,14
YNR033W,6.0,65.0,370
YNR034W,112.0,248.0,32
YNR034W-A,72.0,103.0,206
YNR035C,8.0,45.0,161
YNR036C,10.0,160.0,17
YNR037C,31.0,111.0,20
YNR038W,4.0,142.0,177
YNR039C,43.0,71.0,18
YNR040W,0.0,65.0,66
YNR041C,28.0,42.0,58
YNR042W,371.0,86.0,1
YNR043W,20.0,147.0,97
YNR044W,117.0,69.0,6
YNR045W,31.0,49.0,222
YNR046W,12.0,112.0,266
YNR047W,65.0,259.0,26
YNR048W,55.0,188.0,5
YNR049C,18.0,90.0,65
YNR050C,39.0,123.0,104
YNR051C,741.0,437.0,21
YNR052C,94.0,51.0,68
YNR053C,27.0,190.0,58
YNR054C,35.0,44.0,544
YNR055C,457.0,78.0,186
YNR056C,112.0,160.0,3
YNR057C,15.0,89.0,3
YNR058W,266.0,30.0,5
YNR059W,107.0,91.0,17
YNR060W,30.0,60.0,2
YNR061C,86.0,314.0,1151
YNR062C,273.0,234.0,0
YNR063W,81.0,1001.0,2
YNR064C,11.0,229.0,1
YNR065C,470.0,84.0,0
YNR066C,4.0,1658.0,1
YNR067C,46.0,98.0,107
YNR068C,1863.0,239.0,3
YNR069C,158.0,935.0,3
YNR070W,,,0
YNR071C,388.0,130.0,2
YNR072W,537.0,90.0,3
YNR073C,0.0,132.0,12
YNR074C,151.0,83.0,1
YNR075C-A,,,0
YNR075W,0.0,1376.0,4
YNR076W,2002.0,136.0,4
YNR077C,,,0
YOL001W,378.0,153.0,1
YOL002C,7.0,74.0,135
YOL003C,24.0,110.0,12
YOL004W,189.0,39.0,1
YOL005C,37.0,51.0,246
YOL006C,27.0,159.0,8
YOL007C,85.0,352.0,62
YOL008W,16.0,153.0,90
YOL009C,2.0,59.0,31
YOL010W,55.0,102.0,21
YOL011W,747.0,278.0,3
YOL012C,98.0,160.0,250
YOL013C,167.0,54.0,32
YOL013W-A,762.0,3354.0,1
YOL013W-B,405.0,3612.0,1
YOL014W,188.0,239.0,58
YOL015W,667.0,138.0,4
YOL016C,106.0,121.0,472
YOL017W,35.0,120.0,8
YOL018C,65.0,180.0,11
YOL019W,142.0,221.0,187
YOL019W-A,,,0
YOL020W,66.0,114.0,166
YOL021C,53.0,98.0,45
YOL022C,30.0,97.0,48
YOL023W,8.0,171.0,87
YOL024W,18.0,43.0,1
YOL025W,56.0,40.0,5
YOL026C,11.0,91.0,379
YOL027C,3.0,230.0,11
YOL028C,217.0,827.0,33
YOL029C,817.0,7.0,41
YOL030W,48.0,149.0,445
YOL031C,75.0,116.0,22
YOL032W,96.0,48.0,43
YOL033W,58.0,87.0,8
YOL034W,27.0,78.0,23
YOL035C,,,0
YOL036W,372.0,140.0,15
YOL037C,58.0,40.0,3
YOL038C-A,64.0,187.0,10
YOL038W,34.0,59.0,517
YOL039W,28.0,194.0,30444
YOL040C,52.0,92.0,709
YOL041C,51.0,143.0,5
YOL042W,59.0,268.0,13
YOL043C,83.0,103.0,16
YOL044W,64.0,64.0,49
YOL045W,506.0,129.0,1
YOL046C,,,0
YOL047C,,,0
YOL048C,48.0,73.0,44
YOL049W,42.0,111.0,152
YOL050C,136.0,138.0,1
YOL051W,190.0,128.0,1
YOL052C,65.0,115.0,14
YOL052C-A,33.0,276.0,96
YOL053W,16.0,119.0,1
YOL054W,59.0,114.0,10
YOL055C,47.0,93.0,2
YOL056W,65.0,167.0,7
YOL057W,27.0,147.0,162
YOL058W,72.0,134.0,3574
YOL059W,4.0,247.0,68
YOL060C,66.0,275.0,16
YOL061W,57.0,136.0,633
YOL062C,20.0,70.0,339
YOL063C,73.0,50.0,47
YOL064C,32.0,107.0,121
YOL065C,27.0,142.0,25
YOL066C,44.0,64.0,40
YOL067C,23.0,1622.0,236
YOL068C,662.0,5.0,236
YOL069W,17.0,154.0,3
YOL070C,12.0,161.0,5
YOL071W,4.0,124.0,23
YOL072W,22.0,134.0,5
YOL073C,36.0,51.0,70
YOL075C,85.0,177.0,1
YOL076W,22.0,108.0,26
YOL077C,28.0,76.0,1299
YOL077W-A,34.0,130.0,182
YOL078W,22.0,95.0,3
YOL079W,373.0,446.0,0
YOL080C,44.0,154.0,128
YOL081W,,,0
YOL082W,270.0,97.0,8
YOL083C-A,170.0,195.0,1
YOL083W,94.0,76.0,31
YOL084W,,,0
YOL085C,,,0
YOL085W-A,623.0,345.0,7
YOL086C,38.0,89.0,22348
YOL086W-A,48.0,94.0,184
YOL087C,281.0,135.0,2
YOL088C,22.0,144.0,11
YOL089C,62.0,172.0,2
YOL090W,38.0,82.0,14
YOL091W,70.0,83.0,1
YOL092W,41.0,42.0,859
YOL093W,26.0,106.0,84
YOL094C,57.0,43.0,23
YOL095C,33.0,65.0,46
YOL096C,29.0,134.0,22
YOL097C,25.0,87.0,441
YOL097W-A,138.0,44.0,4
YOL098C,64.0,263.0,7
YOL099C,,,0
YOL100W,42.0,63.0,1
YOL101C,25.0,104.0,7
YOL102C,1.0,94.0,44
YOL103W,164.0,162.0,91
YOL104C,57.0,421.0,1
YOL105C,276.0,127.0,17
YOL106W,1181.0,13.0,5
YOL107W,57.0,326.0,20
YOL108C,4.0,222.0,17
YOL109W,56.0,154.0,83
YOL110W,12.0,151.0,68
YOL111C,49.0,71.0,162
YOL112W,176.0,79.0,176
YOL113W,39.0,93.0,13
YOL114C,17.0,41.0,8
YOL115W,66.0,121.0,68
YOL116W,131.0,232.0,23
YOL117W,37.0,105.0,13
YOL118C,438.0,1734.0,2
YOL119C,68.0,147.0,305
YOL120C,20.0,88.0,47854
YOL121C,20.0,79.0,4267
YOL122C,40.0,127.0,289
YOL123W,380.0,139.0,15
YOL124C,28.0,58.0,189
YOL125W,55.0,32.0,11
YOL126C,76.0,239.0,129
YOL127W,25.0,79.0,249
YOL128C,1.0,217.0,161
YOL129W,20.0,143.0,677
YOL130W,252.0,349.0,6
YOL131W,451.0,374.0,0
YOL132W,993.0,52.0,1
YOL133W,34.0,358.0,36
YOL134C,,,0
YOL135C,27.0,160.0,9
YOL136C,222.0,334.0,384
YOL137W,56.0,249.0,104
YOL138C,52.0,48.0,1
YOL139C,80.0,126.0,76
YOL140W,53.0,87.0,17
YOL141W,38.0,1585.0,2
YOL142W,13.0,63.0,17
YOL143C,38.0,73.0,588
YOL144W,48.0,61.0,91
YOL145C,51.0,137.0,3
YOL146W,13.0,60.0,12
YOL147C,22.0,151.0,116
YOL148C,,,0
YOL149W,,,0
YOL150C,,,0
YOL151W,17.0,69.0,16
YOL152W,13.0,123.0,24
YOL154W,642.0,96.0,11
YOL155C,54.0,105.0,12
YOL155W-A,,,0
YOL156W,,,0
YOL157C,50.0,98.0,3
YOL158C,126.0,152.0,97
YOL159C,18.0,69.0,38
YOL159C-A,89.0,531.0,89
YOL160W,73.0,157.0,16
YOL161C,,,0
YOL162W,23.0,121.0,3
YOL163W,763.0,323.0,2
YOL164W,278.0,90.0,2
YOL164W-A,,,0
YOL165C,,,0
YOL166C,,,0
YOL166W-A,,,0
YOR001W,40.0,76.0,55
YOR002W,40.0,67.0,98
YOR003W,59.0,182.0,106
YOR004W,44.0,141.0,142
YOR005C,34.0,110.0,2
YOR006C,40.0,72.0,74
YOR007C,5.0,96.0,332
YOR008C,217.0,313.0,31
YOR008C-A,293.0,85.0,0
YOR008W-B,76.0,1900.0,2
YOR009W,482.0,132.0,2
YOR010C,47.0,92.0,3
YOR011W,,,0
YOR011W-A,,,0
YOR012W,24.0,334.0,34
YOR013W,232.0,69.0,34
YOR014W,254.0,453.0,42
YOR015W,2573.0,48.0,42
YOR016C,67.0,157.0,90
YOR017W,43.0,204.0,3
YOR018W,56.0,160.0,2
YOR019W,,,0
YOR020C,38.0,101.0,2093
YOR020W-A,26.0,171.0,252
YOR021C,40.0,153.0,213
YOR022C,30.0,11.0,6
YOR023C,101.0,53.0,57
YOR024W,155.0,1542.0,1
YOR025W,13.0,150.0,141
YOR026W,25.0,188.0,19
YOR027W,18.0,117.0,150
YOR028C,262.0,325.0,31
YOR029W,,,0
YOR030W,96.0,553.0,4
YOR032C,165.0,111.0,5
YOR032W-A,295.0,525.0,3
YOR033C,128.0,58.0,30
YOR034C,219.0,108.0,14
YOR034C-A,2454.0,158.0,3
YOR035C,20.0,204.0,8
YOR036W,12.0,69.0,25
YOR037W,75.0,102.0,18
YOR038C,51.0,96.0,123
YOR039W,150.0,253.0,276
YOR040W,47.0,228.0,3
YOR041C,1220.0,434.0,7
YOR042W,57.0,50.0,47
YOR043W,392.0,156.0,460
YOR044W,251.0,216.0,11
YOR045W,57.0,156.0,809
YOR046C,32.0,56.0,398
YOR047C,139.0,177.0,20
YOR048C,32.0,109.0,16
YOR049C,111.0,48.0,32
YOR050C,3.0,262.0,3
YOR051C,71.0,172.0,10
YOR052C,103.0,253.0,30
YOR053W,,,0
YOR054C,141.0,76.0,26
YOR055W,295.0,247.0,1
YOR056C,69.0,59.0,207
YOR057W,67.0,81.0,55
YOR058C,136.0,248.0,2
YOR059C,932.0,55.0,34
YOR060C,27.0,1539.0,34
YOR061W,124.0,211.0,89
YOR062C,678.0,77.0,3
YOR063W,22.0,118.0,52164
YOR064C,1.0,87.0,25
YOR065W,44.0,39.0,51
YOR066W,7.0,213.0,4
YOR067C,41.0,85.0,77
YOR068C,1220.0,209.0,1
YOR069W,62.0,119.0,25
YOR070C,145.0,64.0,15
YOR071C,125.0,227.0,4
YOR072W,0.0,486.0,1
YOR072W-A,289.0,263.0,1
YOR072W-B,,,0
YOR073W,71.0,73.0,17
YOR073W-A,,,0
YOR074C,58.0,117.0,93
YOR075W,17.0,53.0,54
YOR076C,13.0,83.0,5
YOR077W,38.0,811.0,71
YOR078W,21.0,39.0,76
YOR079C,35.0,137.0,75
YOR080W,21.0,164.0,3
YOR081C,37.0,129.0,30
YOR082C,35.0,3.0,0
YOR083W,75.0,1380.0,56
YOR084W,1129.0,50.0,56
YOR085W,60.0,112.0,48
YOR086C,193.0,117.0,5
YOR087W,81.0,108.0,9
YOR089C,55.0,201.0,7
YOR090C,125.0,83.0,31
YOR091W,67.0,64.0,302
YOR092W,81.0,184.0,25
YOR093C,,,0
YOR094W,96.0,167.0,33
YOR095C,70.0,116.0,321
YOR096W,28.0,90.0,16482
YOR097C,45.0,103.0,91
YOR098C,81.0,136.0,3
YOR099W,61.0,95.0,80
YOR100C,28.0,263.0,2
YOR101W,74.0,217.0,79
YOR102W,,,0
YOR103C,33.0,91.0,1283
YOR104W,16.0,432.0,42
YOR105W,569.0,401.0,42
YOR106W,67.0,109.0,64
YOR107W,291.0,310.0,9
YOR108C-A,156.0,140.0,0
YOR108W,30.0,187.0,79
YOR109W,101.0,189.0,6
YOR110W,83.0,80.0,10
YOR111W,7.0,310.0,6
YOR112W,70.0,63.0,15
YOR113W,79.0,223.0,2
YOR114W,174.0,206.0,5
YOR115C,51.0,88.0,193
YOR116C,214.0,102.0,2
YOR117W,59.0,135.0,111
YOR118W,204.0,113.0,36
YOR119C,259.0,217.0,12
YOR120W,45.0,139.0,840
YOR121C,13.0,1551.0,1
YOR122C,17.0,237.0,517
YOR123C,73.0,60.0,106
YOR124C,107.0,79.0,11
YOR125C,66.0,138.0,175
YOR126C,31.0,85.0,46
YOR127W,263.0,159.0,2
YOR128C,26.0,54.0,22
YOR129C,78.0,222.0,27
YOR130C,109.0,68.0,57
YOR131C,90.0,91.0,16
YOR132W,80.0,50.0,133
YOR133W,46.0,185.0,938
YOR134W,762.0,348.0,1
YOR135C,,,0
YOR136W,103.0,154.0,1832
YOR137C,367.0,128.0,5
YOR138C,70.0,66.0,19
YOR139C,858.0,43.0,1
YOR140W,332.0,441.0,13
YOR141C,21.0,284.0,27
YOR142W,193.0,191.0,136
YOR143C,74.0,23.0,121
YOR144C,1.0,168.0,6
YOR145C,21.0,85.0,90
YOR146W,80.0,263.0,2
YOR147W,37.0,173.0,42
YOR148C,35.0,84.0,32
YOR149C,61.0,418.0,27
YOR150W,27.0,99.0,716
YOR151C,274.0,346.0,5
YOR152C,189.0,166.0,9
YOR153W,166.0,137.0,1
YOR154W,50.0,137.0,4
YOR155C,1.0,109.0,10
YOR156C,152.0,253.0,10
YOR157C,65.0,52.0,446
YOR158W,27.0,40.0,187
YOR159C,44.0,244.0,60
YOR160W,68.0,84.0,10
YOR161C,137.0,93.0,6
YOR161C-C,460.0,408.0,1
YOR161W-A,466.0,1170.0,13
YOR161W-B,867.0,589.0,13
YOR162C,214.0,148.0,4
YOR163W,37.0,73.0,213
YOR164C,20.0,215.0,42
YOR165W,33.0,167.0,243
YOR166C,55.0,173.0,9
YOR167C,12.0,131.0,2609
YOR168W,28.0,101.0,49
YOR169C,,,0
YOR170W,,,0
YOR171C,68.0,190.0,8
YOR172W,44.0,172.0,7
YOR173W,59.0,117.0,3
YOR174W,102.0,125.0,48
YOR175C,78.0,162.0,76
YOR176W,67.0,132.0,10
YOR177C,40.0,165.0,1
YOR178C,326.0,198.0,1
YOR179C,15.0,251.0,38
YOR180C,501.0,258.0,9
YOR181W,65.0,130.0,11
YOR182C,28.0,102.0,697
YOR183W,85.0,37.0,1
YOR184W,114.0,116.0,64
YOR185C,58.0,66.0,187
YOR186C-A,123.0,353.0,1
YOR186W,83.0,143.0,5
YOR187W,17.0,122.0,338
YOR188W,96.0,130.0,11
YOR189W,21.0,223.0,218
YOR190W,363.0,261.0,2
YOR191W,,,0
YOR192C,2.0,739.0,2
YOR192C-C,274.0,113.0,0
YOR193W,56.0,114.0,14
YOR194C,69.0,69.0,1101
YOR195W,70.0,223.0,36
YOR196C,24.0,155.0,119
YOR197W,16.0,78.0,84
YOR198C,189.0,224.0,34
YOR199W,14.0,2.0,2
YOR200W,32.0,9.0,0
YOR201C,41.0,74.0,194
YOR202W,10.0,86.0,747
YOR203W,642.0,37.0,1
YOR204W,19.0,721.0,316
YOR205C,8.0,121.0,92
YOR206W,29.0,87.0,32
YOR207C,65.0,129.0,5
YOR208W,185.0,116.0,2
YOR209C,151.0,131.0,110
YOR210W,62.0,296.0,346
YOR211C,207.0,105.0,3
YOR212W,256.0,122.0,9
YOR213C,118.0,344.0,101
YOR214C,1009.0,94.0,1
YOR215C,30.0,143.0,338
YOR216C,59.0,103.0,32
YOR217W,87.0,228.0,65
YOR218C,,,0
YOR219C,87.0,343.0,3
YOR220W,24.0,172.0,54
YOR221C,52.0,187.0,37
YOR222W,28.0,60.0,287
YOR223W,42.0,201.0,30
YOR224C,36.0,107.0,915
YOR225W,,,0
YOR226C,21.0,157.0,267
YOR227W,232.0,161.0,7
YOR228C,212.0,133.0,40
YOR229W,93.0,205.0,19
YOR230W,51.0,188.0,735
YOR231C-A,,,0
YOR231W,152.0,254.0,20
YOR232W,117.0,135.0,482
YOR233W,178.0,67.0,7
YOR234C,18.0,76.0,923
YOR235W,,,0
YOR236W,14.0,66.0,27
YOR237W,1094.0,54.0,2
YOR238W,7.0,72.0,23
YOR239W,54.0,207.0,17
YOR241W,1312.0,101.0,17
YOR242C,2401.0,97.0,1
YOR243C,17.0,206.0,65
YOR244W,58.0,97.0,25
YOR245C,218.0,115.0,18
YOR246C,63.0,83.0,849
YOR247W,233.0,136.0,734
YOR248W,570.0,129.0,734
YOR249C,21.0,54.0,33
YOR250C,35.0,36.0,17
YOR251C,23.0,95.0,54
YOR252W,32.0,73.0,298
YOR253W,29.0,112.0,246
YOR254C,20.0,93.0,2285
YOR255W,280.0,176.0,3
YOR256C,149.0,47.0,4
YOR257W,34.0,55.0,127
YOR258W,8.0,89.0,30
YOR259C,25.0,215.0,105
YOR260W,44.0,121.0,228
YOR261C,93.0,77.0,34
YOR262W,63.0,101.0,407
YOR263C,304.0,389.0,1
YOR264W,53.0,183.0,24
YOR265W,37.0,31.0,234
YOR266W,18.0,42.0,6
YOR267C,400.0,181.0,20
YOR268C,1971.0,461.0,1
YOR269W,76.0,158.0,20
YOR270C,171.0,127.0,228
YOR271C,60.0,70.0,28
YOR272W,47.0,79.0,919
YOR273C,84.0,116.0,15
YOR274W,0.0,276.0,23
YOR275C,8.0,132.0,528
YOR276W,25.0,92.0,116
YOR277C,53.0,2563.0,1
YOR278W,21.0,81.0,75
YOR279C,111.0,94.0,17
YOR280C,12.0,63.0,28
YOR281C,3.0,94.0,117
YOR282W,,,0
YOR283W,104.0,143.0,62
YOR284W,51.0,281.0,11
YOR285W,6.0,68.0,1223
YOR286W,4.0,84.0,802
YOR287C,22.0,78.0,44
YOR288C,33.0,78.0,20
YOR289W,1.0,55.0,10
YOR290C,,,0
YOR291W,141.0,112.0,1
YOR292C,44.0,61.0,24
YOR293C-A,53.0,83.0,3
YOR293W,27.0,141.0,24275
YOR294W,46.0,149.0,30
YOR295W,77.0,231.0,10
YOR296W,116.0,183.0,1
YOR297C,26.0,129.0,1724
YOR298C-A,44.0,231.0,231
YOR298W,1152.0,58.0,1
YOR299W,72.0,59.0,47
YOR300W,2204.0,40.0,5
YOR301W,18.0,310.0,193
YOR302W,109.0,1367.0,218
YOR303W,243.0,75.0,218
YOR304C-A,1.0,342.0,168
YOR304W,171.0,83.0,3
YOR305W,73.0,78.0,8
YOR306C,140.0,62.0,11
YOR307C,172.0,299.0,4
YOR308C,24.0,271.0,6
YOR309C,1315.0,130.0,157
YOR310C,33.0,257.0,157
YOR311C,47.0,209.0,125
YOR312C,26.0,86.0,187
YOR313C,496.0,211.0,64
YOR314W,,,0
YOR314W-A,62.0,373.0,0
YOR315W,157.0,411.0,26
YOR316C,151.0,139.0,55
YOR316C-A,246.0,1629.0,5
YOR317W,29.0,249.0,109
YOR318C,120.0,169.0,4
YOR319W,24.0,132.0,16
YOR320C,117.0,93.0,94
YOR321W,49.0,36.0,775
YOR322C,247.0,79.0,5
YOR323C,19.0,83.0,189
YOR324C,157.0,135.0,6
YOR325W,649.0,22.0,2
YOR326W,201.0,53.0,2
YOR327C,83.0,95.0,251
YOR328W,,,0
YOR329C,101.0,89.0,5
YOR329W-A,378.0,142.0,1
YOR330C,,,0
YOR331C,,,0
YOR332W,31.0,70.0,7546
YOR333C,37.0,43.0,3
YOR334W,5.0,97.0,38
YOR335C,106.0,133.0,24
YOR335W-A,,,0
YOR336W,25.0,120.0,5
YOR337W,132.0,279.0,4
YOR338W,63.0,209.0,3
YOR339C,8.0,251.0,2
YOR340C,71.0,96.0,41
YOR341W,,,0
YOR342C,113.0,80.0,49
YOR343C,170.0,1562.0,15
YOR344C,132.0,152.0,343
YOR345C,,,0
YOR346W,196.0,81.0,13
YOR347C,16.0,56.0,61
YOR348C,15.0,168.0,4
YOR349W,27.0,43.0,2
YOR350C,33.0,69.0,14
YOR351C,,,0
YOR352W,75.0,70.0,143
YOR353C,,,0
YOR354C,25.0,131.0,518
YOR355W,505.0,191.0,28
YOR356W,27.0,114.0,30
YOR357C,9.0,106.0,9
YOR358W,36.0,294.0,15
YOR359W,123.0,123.0,39
YOR360C,232.0,95.0,18
YOR361C,,,0
YOR362C,39.0,136.0,554
YOR363C,65.0,341.0,3
YOR364W,132.0,1914.0,1
YOR365C,,,0
YOR366W,336.0,44.0,23
YOR367W,25.0,91.0,17
YOR368W,4.0,138.0,3
YOR369C,68.0,99.0,19169
YOR370C,340.0,162.0,178
YOR371C,81.0,84.0,9
YOR372C,70.0,333.0,10
YOR373W,,,0
YOR374W,48.0,142.0,362
YOR375C,68.0,98.0,2057
YOR376W,,,0
YOR376W-A,490.0,768.0,4
YOR377W,51.0,221.0,5
YOR378W,122.0,69.0,4
YOR379C,22.0,2702.0,1
YOR380W,208.0,54.0,28
YOR381W,311.0,108.0,5
YOR381W-A,393.0,800.0,3
YOR382W,17.0,94.0,863
YOR383C,47.0,200.0,1046
YOR384W,38.0,1033.0,11
YOR385W,8.0,283.0,53
YOR386W,14.0,225.0,5
YOR387C,673.0,87.0,1
YOR388C,,,0
YOR389W,39.0,379.0,2
YOR390W,66.0,304.0,2
YOR391C,,,0
YOR392W,,,0
YOR393W,,,0
YOR394C-A,,,0
YOR394W,,,0
YOR396C-A,,,0
YOR396W,,,0
YPL001W,29.0,54.0,10
YPL002C,19.0,363.0,12
YPL003W,12.0,17.0,16
YPL004C,25.0,192.0,341
YPL005W,23.0,106.0,10
YPL006W,48.0,68.0,23
YPL007C,38.0,98.0,19
YPL008W,228.0,71.0,4
YPL009C,19.0,187.0,4
YPL010W,65.0,125.0,383
YPL011C,56.0,114.0,18
YPL012W,120.0,124.0,1
YPL013C,27.0,9.0,3581
YPL014W,34.0,256.0,53
YPL015C,56.0,323.0,195
YPL016W,,,0
YPL017C,20.0,555.0,2
YPL018W,13.0,1162.0,14
YPL019C,135.0,82.0,231
YPL020C,130.0,62.0,7
YPL021W,93.0,37.0,0
YPL022W,92.0,211.0,14
YPL023C,131.0,135.0,620
YPL024W,53.0,69.0,22
YPL025C,240.0,213.0,3
YPL026C,57.0,247.0,30
YPL027W,71.0,121.0,2
YPL028W,64.0,96.0,4547
YPL029W,46.0,59.0,28
YPL030W,56.0,97.0,11
YPL031C,36.0,82.0,106
YPL032C,198.0,359.0,39
YPL033C,0.0,154.0,2
YPL034W,334.0,139.0,61
YPL035C,48.0,281.0,0
YPL036W,346.0,591.0,1
YPL037C,31.0,52.0,16239
YPL038W,28.0,112.0,225
YPL038W-A,982.0,10.0,2
YPL039W,10.0,135.0,15
YPL040C,26.0,68.0,3
YPL041C,39.0,161.0,5
YPL042C,244.0,108.0,77
YPL043W,57.0,79.0,54
YPL044C,40.0,111.0,1
YPL045W,103.0,239.0,5
YPL046C,8.0,229.0,10
YPL047W,117.0,358.0,23
YPL048W,36.0,120.0,672
YPL049C,54.0,188.0,16
YPL050C,184.0,159.0,20
YPL051W,35.0,167.0,21
YPL052W,57.0,189.0,14
YPL053C,72.0,104.0,110
YPL054W,85.0,358.0,7
YPL055C,8.0,77.0,13
YPL056C,193.0,222.0,46
YPL057C,170.0,446.0,84
YPL058C,,,0
YPL059W,54.0,136.0,1040
YPL060W,239.0,53.0,4
YPL061W,44.0,122.0,1527
YPL062W,145.0,213.0,2
YPL063W,124.0,71.0,627
YPL064C,0.0,57.0,7
YPL065W,0.0,57.0,29
YPL066W,170.0,106.0,22
YPL067C,57.0,88.0,401
YPL068C,18.0,65.0,20
YPL069C,40.0,145.0,17
YPL070W,207.0,102.0,45
YPL071C,46.0,88.0,223
YPL072W,193.0,46.0,74
YPL073C,,,0
YPL074W,29.0,131.0,13
YPL075W,74.0,218.0,3
YPL076W,146.0,171.0,87
YPL077C,28.0,352.0,8
YPL078C,39.0,258.0,363
YPL079W,26.0,110.0,1956
YPL080C,171.0,136.0,1
YPL081W,32.0,172.0,3416
YPL082C,,,0
YPL083C,78.0,146.0,26
YPL084W,57.0,150.0,10
YPL085W,,,0
YPL086C,46.0,119.0,76
YPL087W,163.0,146.0,18
YPL088W,39.0,87.0,3
YPL089C,294.0,128.0,15
YPL090C,29.0,139.0,5474
YPL091W,0.0,110.0,1019
YPL092W,132.0,99.0,273
YPL093W,32.0,237.0,278
YPL094C,18.0,63.0,3923
YPL095C,33.0,53.0,64
YPL096C-A,46.0,116.0,12
YPL096W,16.0,62.0,8
YPL097W,20.0,113.0,15
YPL098C,29.0,170.0,411
YPL099C,20.0,189.0,32
YPL100W,53.0,46.0,104
YPL101W,39.0,204.0,61
YPL102C,326.0,2141.0,1
YPL103C,19.0,138.0,614
YPL104W,41.0,136.0,44
YPL105C,23.0,160.0,13
YPL106C,41.0,159.0,48
YPL107W,41.0,209.0,13
YPL108W,26.0,109.0,1
YPL109C,77.0,79.0,16
YPL110C,133.0,119.0,1
YPL111W,46.0,80.0,88
YPL112C,87.0,66.0,36
YPL113C,36.0,88.0,6
YPL114W,10.0,1085.0,14
YPL115C,290.0,129.0,2
YPL116W,197.0,130.0,4
YPL117C,117.0,55.0,203
YPL118W,86.0,86.0,104
YPL119C,66.0,401.0,11
YPL119C-A,419.0,14.0,53
YPL120W,16.0,100.0,42
YPL121C,,,0
YPL122C,26.0,99.0,79
YPL123C,60.0,141.0,17
YPL124W,57.0,63.0,17
YPL125W,157.0,64.0,4
YPL126W,19.0,91.0,1
YPL127C,35.0,333.0,29
YPL128C,87.0,275.0,15
YPL129W,57.0,106.0,425
YPL130W,716.0,1185.0,3
YPL131W,19.0,95.0,53800
YPL132W,126.0,74.0,7
YPL133C,121.0,146.0,73
YPL134C,20.0,102.0,124
YPL135C-A,257.0,994.0,2
YPL135W,91.0,365.0,301
YPL136W,13.0,122.0,1
YPL137C,73.0,205.0,3
YPL138C,55.0,122.0,27
YPL139C,56.0,91.0,21
YPL140C,219.0,183.0,25
YPL141C,228.0,232.0,1
YPL142C,,,0
YPL143W,29.0,136.0,5602
YPL144W,13.0,136.0,87
YPL145C,265.0,547.0,72
YPL146C,36.0,143.0,98
YPL147W,85.0,113.0,2
YPL148C,137.0,175.0,103
YPL149W,77.0,33.0,35
YPL150W,38.0,108.0,1
YPL151C,26.0,81.0,23
YPL152W,62.0,94.0,27
YPL152W-A,21.0,1559.0,4
YPL153C,140.0,180.0,4
YPL154C,263.0,134.0,53
YPL155C,41.0,419.0,18
YPL156C,60.0,132.0,16
YPL157W,120.0,401.0,26
YPL158C,70.0,55.0,208
YPL159C,118.0,308.0,3
YPL160W,63.0,171.0,157
YPL161C,,,0
YPL162C,68.0,547.0,9
YPL163C,23.0,203.0,134
YPL164C,51.0,260.0,2
YPL165C,28.0,316.0,4
YPL166W,41.0,1127.0,3
YPL167C,,,0
YPL168W,145.0,64.0,89
YPL169C,36.0,201.0,133
YPL170W,23.0,156.0,17
YPL171C,31.0,137.0,9
YPL172C,128.0,139.0,23
YPL173W,66.0,163.0,55
YPL174C,135.0,73.0,3
YPL175W,63.0,112.0,53
YPL176C,27.0,128.0,39
YPL177C,125.0,55.0,9
YPL178W,48.0,117.0,15
YPL179W,169.0,256.0,65
YPL180W,46.0,202.0,104
YPL181W,94.0,108.0,30
YPL182C,14.0,65.0,1
YPL183C,38.0,88.0,13
YPL183W-A,76.0,129.0,411
YPL184C,672.0,99.0,68
YPL185W,67.0,16.0,2
YPL186C,53.0,149.0,24
YPL187W,65.0,219.0,5
YPL188W,16.0,124.0,3
YPL189C-A,91.0,236.0,392
YPL189W,108.0,122.0,5
YPL190C,94.0,408.0,20
YPL191C,49.0,582.0,7
YPL192C,200.0,84.0,6
YPL193W,20.0,35.0,7
YPL194W,25.0,70.0,11
YPL195W,13.0,106.0,12
YPL196W,40.0,55.0,15
YPL197C,,,0
YPL198W,27.0,93.0,5653
YPL199C,15.0,65.0,151
YPL200W,97.0,127.0,2
YPL201C,43.0,56.0,1
YPL202C,81.0,383.0,34
YPL203W,162.0,250.0,77
YPL204W,186.0,134.0,42
YPL205C,,,0
YPL206C,23.0,93.0,143
YPL207W,77.0,79.0,2
YPL208W,0.0,72.0,302
YPL209C,82.0,103.0,6
YPL210C,19.0,85.0,605
YPL211W,29.0,174.0,1235
YPL212C,41.0,171.0,30
YPL213W,47.0,133.0,7
YPL214C,101.0,62.0,40
YPL215W,29.0,174.0,139
YPL216W,85.0,87.0,1
YPL217C,34.0,98.0,1
YPL218W,66.0,63.0,5173
YPL219W,42.0,96.0,4
YPL220W,12.0,88.0,4598
YPL221W,231.0,177.0,50
YPL222C-A,91.0,127.0,1
YPL222W,80.0,90.0,52
YPL223C,113.0,225.0,3
YPL224C,0.0,189.0,72
YPL225W,22.0,134.0,675
YPL226W,29.0,252.0,59
YPL227C,125.0,92.0,19
YPL228W,143.0,201.0,18
YPL229W,20.0,288.0,11
YPL230W,78.0,78.0,7
YPL231W,,,0
YPL232W,163.0,79.0,103
YPL233W,65.0,1404.0,10
