Gene	span_growth_nt	n_new_gene_overlaps	max_gene_overlap_nt	max_same_strand_orf_overlap_nt
YOR074C	3	0	0	0
YOR075W	0	0	0	0
YOR076C	25	0	0	0
YOR077W	253	1	14	0
YOR078W	54	0	0	0
YOR079C	0	1	14	0
YOR080W	0	0	0	0
YOR081C	0	0	0	0
YOR082C	0	0	0	0
YOR083W	56	0	0	0
YOR084W	0	0	0	0
YOR085W	0	0	0	0
YOR086C	9	0	0	0
YOR087W	3	0	0	0
YOR089C	0	0	0	0
YOR090C	0	0	0	0
YOR091W	0	0	0	0
YOR092W	360	0	0	0
YOR093C	231	0	0	0
YOR094W	0	0	0	0
YOR095C	75	0	0	0
YOR096W	11	0	0	0
YOR097C	0	0	0	0
YOR098C	38	0	0	0
YOR099W	0	0	0	0
YOR100C	0	0	0	0
YOR101W	0	0	0	0
YOR102W	29	0	0	0
YOR103C	2	0	0	0
YOR104W	478	0	0	0
YOR105W	229	0	0	0
YOR106W	1	0	0	0
YOR107W	0	0	0	0
YOR108C-A	0	0	0	0
YOR108W	11	0	0	0
YOR109W	362	1	45	0
YOR110W	78	2	70	0
YOR111W	79	1	70	0
YOR112W	827	0	0	0
YOR113W	533	0	0	0
YOR114W	0	0	0	0
YOR115C	0	0	0	0
YOR116C	25	0	0	0
YOR117W	6	0	0	0
YOR118W	0	0	0	0
YOR119C	104	0	0	0
YOR120W	5	0	0	0
YOR121C	565	0	0	0
YOR122C	16	0	0	0
YOR123C	12	0	0	0
YOR124C	117	1	96	0
YOR125C	11	1	96	0
YOR126C	27	0	0	0
YOR127W	486	0	0	0
YOR128C	2	0	0	0
YOR129C	15	0	0	0
YOR130C	67	0	0	0
YOR131C	0	0	0	0
YOR132W	0	0	0	0
YOR133W	0	0	0	0
YOR134W	405	1	8	0
YOR135C	0	0	0	0
YOR136W	42	1	8	0
YOR137C	482	0	0	0
YOR138C	3	0	0	0
YOR139C	0	0	0	0
YOR140W	0	0	0	0
YOR141C	0	0	0	0
YOR142W	0	0	0	0
YOR142W-A	0	0	0	0
YOR142W-B	0	0	0	0
YOR143C	8	0	0	0
YOR144C	212	0	0	0
YOR145C	0	0	0	0
YOR146W	0	0	0	0
YOR147W	0	0	0	0
YOR148C	0	0	0	0
YOR149C	305	0	0	0
YOR150W	0	0	0	0
YOR151C	3	0	0	0
YOR152C	170	0	0	0
YOR153W	261	0	0	0
YOR154W	0	0	0	0
YOR155C	105	1	1	0
YOR156C	0	1	1	0
YOR157C	17	0	0	0
YOR158W	0	0	0	0
YOR159C	0	0	0	0
YOR160W	4	0	0	0
YOR161C	193	0	0	0
YOR161C-C	0	0	0	0
YOR161W-A	0	0	0	0
YOR161W-B	0	0	0	0
YOR162C	327	0	0	0
YOR163W	0	0	0	0
YOR164C	0	0	0	0
YOR165W	0	0	0	0
YOR166C	0	0	0	0
YOR167C	20	0	0	0
YOR168W	0	0	0	0
YOR169C	433	1	306	0
YOR170W	0	1	306	0
YOR171C	1	0	0	0
YOR172W	0	0	0	0
YOR173W	425	0	0	0
YOR174W	96	1	82	0
YOR175C	3	1	82	0
YOR176W	0	0	0	0
YOR177C	215	0	0	0
YOR178C	1035	0	0	0
YOR179C	0	0	0	0
YOR180C	0	1	120	0
YOR181W	326	1	120	0
YOR182C	18	0	0	0
YOR183W	0	0	0	0
YOR184W	0	0	0	0
YOR185C	14	0	0	0
YOR186C-A	0	0	0	0
YOR186W	0	0	0	0
YOR187W	0	0	0	0
YOR188W	150	0	0	0
YOR189W	4	0	0	0
YOR190W	0	1	115	0
YOR191W	493	1	115	0
YOR192C	1288	0	0	0
YOR192C-A	0	0	0	0
YOR192C-B	0	1	784	784
YOR192C-C	1522	1	784	784
YOR193W	0	0	0	0
YOR194C	0	0	0	0
YOR195W	4	0	0	0
YOR196C	13	0	0	0
YOR197W	2	0	0	0
YOR198C	2	0	0	0
YOR199W	0	0	0	0
YOR200W	0	0	0	0
YOR201C	0	0	0	0
YOR202W	0	0	0	0
YOR203W	122	0	0	0
YOR204W	0	0	0	0
YOR205C	22	0	0	0
YOR206W	2	0	0	0
YOR207C	46	0	0	0
YOR208W	319	1	81	0
YOR209C	0	1	81	0
YOR210W	0	0	0	0
YOR211C	0	0	0	0
YOR212W	0	0	0	0
YOR213C	0	0	0	0
YOR214C	0	0	0	0
YOR215C	1	0	0	0
YOR216C	0	0	0	0
YOR217W	6	0	0	0
YOR218C	0	0	0	0
YOR219C	289	0	0	0
YOR220W	9	0	0	0
YOR221C	0	0	0	0
YOR222W	31	0	0	0
YOR223W	0	0	0	0
YOR224C	0	0	0	0
YOR225W	0	0	0	0
YOR226C	4	0	0	0
YOR227W	348	1	97	0
YOR228C	0	1	97	0
YOR229W	0	0	0	0
YOR230W	0	0	0	0
YOR231C-A	0	0	0	0
YOR231W	0	0	0	0
YOR232W	43	1	73	0
YOR233W	164	1	73	0
YOR234C	97	0	0	0
YOR235W	0	0	0	0
YOR236W	9	0	0	0
YOR237W	0	0	0	0
YOR238W	42	0	0	0
YOR239W	0	1	19	0
YOR241W	174	2	34	0
YOR242C	0	1	34	0
YOR243C	7	0	0	0
YOR244W	0	0	0	0
YOR245C	0	0	0	0
YOR246C	16	0	0	0
YOR247W	376	0	0	0
YOR248W	0	0	0	0
YOR249C	0	0	0	0
YOR250C	0	0	0	0
YOR251C	3	0	0	0
YOR252W	0	0	0	0
YOR253W	0	0	0	0
YOR254C	0	0	0	0
YOR255W	0	0	0	0
YOR256C	3	0	0	0
YOR257W	0	0	0	0
YOR258W	0	0	0	0
YOR259C	0	0	0	0
YOR260W	0	0	0	0
YOR261C	14	0	0	0
YOR262W	0	0	0	0
YOR263C	0	0	0	0
YOR264W	0	0	0	0
YOR265W	0	0	0	0
YOR266W	36	0	0	0
YOR267C	232	0	0	0
YOR268C	0	0	0	0
YOR269W	0	0	0	0
YOR270C	0	0	0	0
YOR271C	0	0	0	0
YOR272W	7	0	0	0
YOR273C	557	1	450	0
YOR274W	926	1	450	0
YOR275C	13	0	0	0
YOR276W	0	0	0	0
YOR277C	0	0	0	0
YOR278W	43	0	0	0
YOR279C	0	0	0	0
YOR280C	0	0	0	0
YOR281C	0	0	0	0
YOR282W	0	0	0	0
YOR283W	0	0	0	0
YOR284W	0	0	0	0
YOR285W	0	0	0	0
YOR286W	0	0	0	0
YOR287C	3	0	0	0
YOR288C	0	0	0	0
YOR289W	0	0	0	0
YOR290C	905	0	0	0
YOR291W	8	0	0	0
YOR292C	0	0	0	0
YOR293C-A	0	0	0	0
YOR293W	33	0	0	0
YOR294W	0	1	3	0
YOR295W	25	2	582	348
YOR296W	843	1	582	348
YOR297C	25	0	0	0
YOR298C-A	63	0	0	0
YOR298W	63	0	0	0
YOR299W	15	0	0	0
YOR300W	1021	0	0	0
YOR301W	0	1	469	14
YOR302W	0	0	0	0
YOR303W	509	1	469	14
YOR304C-A	10	0	0	0
YOR304W	103	0	0	0
YOR305W	14	0	0	0
YOR306C	0	0	0	0
YOR307C	484	1	336	150
YOR308C	200	1	336	150
YOR309C	0	0	0	0
YOR310C	148	0	0	0
YOR311C	0	0	0	0
YOR312C	0	0	0	0
YOR313C	54	0	0	0
YOR314W	0	0	0	0
YOR314W-A	0	0	0	0
YOR315W	0	0	0	0
YOR316C	0	0	0	0
YOR316C-A	0	0	0	0
YOR317W	7	0	0	0
YOR318C	0	0	0	0
YOR319W	72	0	0	0
YOR320C	230	0	0	0
YOR321W	0	0	0	0
YOR322C	514	0	0	0
YOR323C	0	0	0	0
YOR324C	3	0	0	0
YOR325W	0	0	0	0
YOR326W	347	1	96	0
YOR327C	0	1	96	0
YOR328W	339	0	0	0
YOR329C	210	0	0	0
YOR329W-A	0	0	0	0
YOR330C	119	0	0	0
YOR331C	0	0	0	0
YOR332W	0	0	0	0
YOR333C	0	0	0	0
YOR334W	0	0	0	0
YOR335C	0	0	0	0
YOR335W-A	0	0	0	0
YOR336W	0	0	0	0
YOR337W	6	0	0	0
YOR338W	802	0	0	0
YOR339C	0	0	0	0
YOR340C	58	0	0	0
YOR341W	408	0	0	0
YOR342C	483	0	0	0
YOR343C	597	0	0	0
YOR343W-A	0	0	0	0
YOR343W-B	0	0	0	0
YOR344C	11	0	0	0
YOR345C	0	0	0	0
YOR346W	0	0	0	0
YOR347C	0	0	0	0
YOR348C	186	0	0	0
YOR349W	1022	1	125	0
YOR350C	96	1	125	0
YOR351C	0	0	0	0
YOR352W	3	1	23	0
YOR353C	181	1	23	0
YOR354C	4	0	0	0
YOR355W	0	0	0	0
YOR356W	7	0	0	0
YOR357C	12	0	0	0
YOR358W	0	0	0	0
YOR359W	0	0	0	0
YOR360C	4	0	0	0
YOR361C	199	1	1	0
YOR362C	3	1	1	0
YOR363C	410	0	0	0
YOR364W	0	0	0	0
YOR365C	0	0	0	0
YOR366W	0	0	0	0
YOR367W	5	0	0	0
YOR368W	14	0	0	0
YOR369C	0	0	0	0
YOR370C	0	0	0	0
YOR371C	0	0	0	0
YOR372C	5	0	0	0
YOR373W	176	0	0	0
YOR374W	0	0	0	0
YOR375C	0	0	0	0
YOR376W	0	0	0	0
YOR376W-A	0	0	0	0
YOR377W	909	0	0	0
YOR378W	0	0	0	0
YOR379C	0	0	0	0
YOR380W	0	0	0	0
YOR381W	196	0	0	0
YOR381W-A	0	0	0	0
YOR382W	1	0	0	0
YOR383C	0	0	0	0
YOR384W	0	0	0	0
YOR385W	24	0	0	0
YOR386W	281	0	0	0
YOR387C	0	0	0	0
YOR388C	254	0	0	0
YOR389W	1205	0	0	0
YOR390W	0	0	0	0
YOR391C	0	0	0	0
YOR392W	0	0	0	0
YOR393W	484	0	0	0
YOR394C-A	1103	1	126	0
YOR394W	0	0	0	0
YOR396C-A	0	0	0	0
YOR396W	730	1	126	0
YPL001W	4	0	0	0
YPL002C	0	0	0	0
YPL003W	0	0	0	0
YPL004C	7	0	0	0
YPL005W	24	0	0	0
YPL006W	0	0	0	0
YPL007C	0	0	0	0
YPL008W	0	0	0	0
YPL009C	1	0	0	0
YPL010W	0	0	0	0
YPL011C	0	0	0	0
YPL012W	6	0	0	0
YPL013C	0	0	0	0
YPL014W	1	0	0	0
YPL015C	19	0	0	0
YPL016W	516	0	0	0
YPL017C	805	0	0	0
YPL018W	0	0	0	0
YPL019C	0	0	0	0
YPL020C	0	0	0	0
YPL021W	0	0	0	0
YPL022W	0	0	0	0
YPL023C	0	0	0	0
YPL024W	7	0	0	0
YPL025C	0	0	0	0
YPL026C	2	0	0	0
YPL027W	0	0	0	0
YPL028W	3	0	0	0
YPL029W	2	0	0	0
YPL030W	16	0	0	0
YPL031C	0	0	0	0
YPL032C	0	0	0	0
YPL033C	0	0	0	0
YPL034W	0	0	0	0
YPL035C	0	0	0	0
YPL036W	0	0	0	0
YPL037C	0	0	0	0
YPL038W	2	0	0	0
YPL038W-A	1807	0	0	0
YPL039W	0	0	0	0
YPL040C	90	0	0	0
YPL041C	0	0	0	0
YPL042C	532	0	0	0
YPL043W	12	0	0	0
YPL044C	0	0	0	0
YPL045W	18	0	0	0
YPL046C	60	0	0	0
YPL047W	0	0	0	0
YPL048W	0	0	0	0
YPL049C	0	0	0	0
YPL050C	10	0	0	0
YPL051W	0	0	0	0
YPL052W	1	0	0	0
YPL053C	0	1	22	0
YPL054W	438	1	22	0
YPL055C	0	1	557	11
YPL056C	7	0	0	0
YPL057C	687	1	557	11
YPL058C	1042	0	0	0
YPL059W	0	0	0	0
YPL060C-A	0	0	0	0
YPL060W	0	0	0	0
YPL061W	0	0	0	0
YPL062W	0	0	0	0
YPL063W	0	0	0	0
YPL064C	0	0	0	0
YPL065W	13	0	0	0
YPL066W	0	0	0	0
YPL067C	0	0	0	0
YPL068C	0	0	0	0
YPL069C	0	0	0	0
YPL070W	0	0	0	0
YPL071C	0	0	0	0
YPL072W	4	0	0	0
YPL073C	0	0	0	0
YPL074W	115	0	0	0
YPL075W	301	0	0	0
YPL076W	0	0	0	0
YPL077C	22	0	0	0
YPL078C	0	0	0	0
YPL079W	30	0	0	0
YPL080C	0	0	0	0
YPL081W	0	0	0	0
YPL082C	277	0	0	0
YPL083C	0	0	0	0
YPL084W	7	0	0	0
YPL085W	238	0	0	0
YPL086C	3	0	0	0
YPL087W	10	0	0	0
YPL088W	621	1	178	0
YPL089C	80	1	178	0
YPL090C	15	0	0	0
YPL091W	0	0	0	0
YPL092W	4	0	0	0
YPL093W	3	0	0	0
YPL094C	0	0	0	0
YPL095C	291	0	0	0
YPL096C-A	68	0	0	0
YPL096W	19	0	0	0
YPL097W	2	0	0	0
YPL098C	0	0	0	0
YPL099C	0	0	0	0
YPL100W	62	0	0	0
YPL101W	0	0	0	0
YPL102C	0	0	0	0
YPL103C	19	0	0	0
YPL104W	172	0	0	0
YPL105C	0	0	0	0
YPL106C	0	0	0	0
YPL107W	568	0	0	0
YPL108W	1298	0	0	0
YPL109C	154	1	16	0
YPL110C	492	2	94	0
YPL111W	5	1	94	0
YPL112C	2	0	0	0
YPL113C	1	0	0	0
YPL114W	0	0	0	0
YPL115C	524	0	0	0
YPL116W	172	0	0	0
YPL117C	0	0	0	0
YPL118W	0	0	0	0
YPL119C	684	1	311	0
YPL119C-A	2	0	0	0
YPL120W	0	1	311	0
YPL121C	0	0	0	0
YPL122C	0	0	0	0
YPL123C	3	0	0	0
YPL124W	0	0	0	0
YPL125W	221	0	0	0
YPL126W	158	0	0	0
YPL127C	5	0	0	0
YPL128C	4	0	0	0
YPL129W	8	0	0	0
YPL130W	0	0	0	0
YPL131W	41	0	0	0
YPL132W	28	0	0	0
YPL133C	0	0	0	0
YPL134C	2	0	0	0
YPL135C-A	0	0	0	0
YPL135W	0	0	0	0
YPL136W	0	0	0	0
YPL137C	278	0	0	0
YPL138C	0	0	0	0
YPL139C	12	0	0	0
YPL140C	0	0	0	0
YPL141C	428	1	84	0
YPL142C	0	0	0	0
YPL143W	68	1	84	0
YPL144W	0	0	0	0
YPL145C	14	0	0	0
YPL146C	4	0	0	0
YPL147W	552	1	169	0
YPL148C	0	1	169	0
YPL149W	170	0	0	0
YPL150W	237	0	0	0
YPL151C	18	0	0	0
YPL152W	0	0	0	0
YPL152W-A	0	0	0	0
YPL153C	8	0	0	0
YPL154C	0	0	0	0
YPL155C	0	0	0	0
YPL156C	778	0	0	0
YPL157W	4	0	0	0
YPL158C	5	0	0	0
YPL159C	0	0	0	0
YPL160W	0	0	0	0
YPL161C	144	0	0	0
YPL162C	14	0	0	0
YPL163C	0	0	0	0
YPL164C	179	2	463	190
YPL165C	418	1	463	190
YPL166W	0	1	105	0
YPL167C	135	0	0	0
YPL168W	0	0	0	0
YPL169C	0	0	0	0
YPL170W	0	0	0	0
YPL171C	350	0	0	0
YPL172C	3	0	0	0
YPL173W	0	0	0	0
YPL174C	199	0	0	0
YPL175W	17	0	0	0
YPL176C	0	0	0	0
YPL177C	0	0	0	0
YPL178W	1	0	0	0
YPL179W	0	0	0	0
YPL180W	10	0	0	0
YPL181W	18	0	0	0
YPL182C	0	0	0	0
YPL183C	3	0	0	0
YPL183W-A	0	0	0	0
YPL184C	0	0	0	0
YPL185W	0	0	0	0
YPL186C	199	1	20	0
YPL187W	72	1	20	0
YPL188W	0	0	0	0
YPL189C-A	0	0	0	0
YPL189W	0	0	0	0
YPL190C	208	0	0	0
YPL191C	33	1	960	405
YPL192C	1054	1	960	405
YPL193W	827	1	814	578
YPL194W	3	1	814	578
YPL195W	148	0	0	0
YPL196W	0	0	0	0
YPL197C	0	0	0	0
YPL198W	4	0	0	0
YPL199C	0	0	0	0
YPL200W	78	0	0	0
YPL201C	68	0	0	0
YPL202C	12	0	0	0
YPL203W	37	0	0	0
YPL204W	0	0	0	0
YPL205C	0	0	0	0
YPL206C	0	0	0	0
YPL207W	6	0	0	0
YPL208W	4	0	0	0
YPL209C	0	0	0	0
YPL210C	0	0	0	0
YPL211W	2	0	0	0
YPL212C	0	0	0	0
YPL213W	1	0	0	0
YPL214C	0	0	0	0
YPL215W	0	0	0	0
YPL216W	207	0	0	0
YPL217C	345	0	0	0
YPL218W	0	0	0	0
YPL219W	0	0	0	0
YPL220W	27	0	0	0
YPL221W	0	0	0	0
YPL222C-A	0	0	0	0
YPL222W	3	0	0	0
YPL223C	453	0	0	0
YPL224C	0	0	0	0
YPL225W	14	0	0	0
YPL226W	0	0	0	0
YPL227C	0	0	0	0
YPL228W	0	0	0	0
YPL229W	0	0	0	0
YPL230W	25	0	0	0
YPL231W	192	0	0	0
YPL232W	5	0	0	0
YPL233W	0	0	0	0
YPL234C	0	0	0	0
YPL235W	56	0	0	0
YPL236C	103	0	0	0
YPL237W	0	0	0	0
YPL238C	0	0	0	0
YPL239W	37	0	0	0
YPL240C	2	0	0	0
YPL241C	3	0	0	0
YPL242C	261	0	0	0
YPL243W	0	0	0	0
YPL244C	11	0	0	0
YPL245W	228	1	68	0
YPL246C	31	1	68	0
YPL247C	9	0	0	0
YPL248C	339	0	0	0
YPL249C	127	0	0	0
YPL249C-A	40	0	0	0
YPL250C	0	0	0	0
YPL250W-A	0	0	0	0
YPL251W	0	0	0	0
YPL252C	0	0	0	0
YPL253C	0	0	0	0
YPL254W	2	0	0	0
YPL255W	73	0	0	0
YPL256C	0	0	0	0
YPL257W	103	0	0	0
YPL257W-A	0	0	0	0
YPL257W-B	0	0	0	0
YPL258C	258	0	0	0
YPL259C	1	0	0	0
YPL260W	0	0	0	0
YPL261C	0	0	0	0
YPL262W	101	0	0	0
YPL263C	1	1	5	0
YPL264C	31	1	5	0
YPL265W	0	0	0	0
YPL266W	25	0	0	0
YPL267W	10	0	0	0
YPL268W	0	0	0	0
YPL269W	9	0	0	0
YPL270W	0	0	0	0
YPL271W	0	0	0	0
YPL272C	1062	0	0	0
YPL273W	0	0	0	0
YPL274W	0	0	0	0
YPL277C	988	1	303	303
YPL278C	0	1	303	303
YPL279C	295	0	0	0
YPL280W	516	0	0	0
YPL281C	84	0	0	0
YPL282C	0	0	0	0
YPL283C	279	0	0	0
YPL283W-A	0	0	0	0
YPL283W-B	0	0	0	0
YPR001W	256	0	0	0
YPR002C-A	870	1	205	0
YPR002W	105	0	0	0
YPR003C	256	1	205	0
YPR004C	2	0	0	0
YPR005C	261	0	0	0
YPR006C	504	1	289	64
YPR007C	673	1	289	64
YPR008W	3	0	0	0
YPR009W	0	0	0	0
YPR010C	0	0	0	0
YPR010C-A	89	0	0	0
YPR011C	29	0	0	0
YPR012W	0	0	0	0
YPR013C	0	0	0	0
YPR014C	0	0	0	0
YPR015C	213	0	0	0
YPR016C	14	0	0	0
YPR016W-A	0	0	0	0
YPR017C	0	0	0	0
YPR018W	51	1	255	0
YPR019W	421	1	255	0
YPR020W	86	0	0	0
YPR021C	295	0	0	0
YPR022C	235	0	0	0
YPR023C	18	0	0	0
YPR024W	0	0	0	0
YPR025C	11	0	0	0
YPR026W	353	0	0	0
YPR027C	0	0	0	0
YPR028W	0	0	0	0
YPR029C	0	0	0	0
YPR030W	115	0	0	0
YPR031W	158	1	202	86
YPR032W	559	2	202	86
YPR033C	0	1	81	0
YPR034W	0	0	0	0
YPR035W	313	0	0	0
YPR036W	0	0	0	0
YPR036W-A	0	0	0	0
YPR037C	2	0	0	0
YPR038W	0	0	0	0
YPR039W	0	0	0	0
YPR040W	0	0	0	0
YPR041W	12	1	73	0
YPR042C	1171	1	73	0
YPR043W	8	0	0	0
YPR044C	0	0	0	0
YPR045C	0	0	0	0
YPR046W	0	0	0	0
YPR047W	2	0	0	0
YPR048W	0	0	0	0
YPR049C	277	2	62	40
YPR050C	0	1	40	40
YPR051W	0	2	257	0
YPR052C	0	0	0	0
YPR053C	467	1	257	0
YPR054W	0	0	0	0
YPR055W	125	0	0	0
YPR056W	21	0	0	0
YPR057W	1	0	0	0
YPR058W	0	0	0	0
YPR059C	3	0	0	0
YPR060C	0	0	0	0
YPR061C	24	0	0	0
YPR062W	0	0	0	0
YPR063C	0	0	0	0
YPR064W	0	0	0	0
YPR065W	0	0	0	0
YPR066W	0	0	0	0
YPR067W	235	0	0	0
YPR068C	0	0	0	0
YPR069C	4	0	0	0
YPR070W	9	0	0	0
YPR071W	10	0	0	0
YPR072W	0	0	0	0
YPR073C	0	0	0	0
YPR074C	0	0	0	0
YPR074W-A	0	0	0	0
YPR075C	161	0	0	0
YPR076W	0	0	0	0
YPR077C	0	0	0	0
YPR078C	0	0	0	0
YPR079W	3	0	0	0
YPR080W	6	1	122	0
YPR081C	237	1	122	0
YPR082C	0	0	0	0
YPR083W	3	0	0	0
YPR084W	2	0	0	0
YPR085C	14	0	0	0
YPR086W	0	0	0	0
YPR087W	56	0	0	0
YPR088C	1	0	0	0
YPR089W	2	0	0	0
YPR091C	122	1	13	0
YPR092W	0	0	0	0
YPR093C	0	1	13	0
YPR094W	172	1	84	0
YPR095C	340	2	127	127
YPR096C	0	1	127	127
YPR097W	0	0	0	0
YPR098C	15	0	0	0
YPR099C	0	0	0	0
YPR100W	4	0	0	0
YPR101W	5	0	0	0
YPR102C	3	0	0	0
YPR103W	28	0	0	0
YPR104C	70	0	0	0
YPR105C	3	0	0	0
YPR106W	26	0	0	0
YPR107C	21	0	0	0
YPR108W	11	0	0	0
YPR108W-A	0	0	0	0
YPR109W	0	0	0	0
YPR110C	0	0	0	0
YPR111W	0	0	0	0
YPR112C	12	0	0	0
YPR113W	3	0	0	0
YPR114W	21	0	0	0
YPR115W	2	0	0	0
YPR116W	0	0	0	0
YPR117W	790	0	0	0
YPR118W	0	0	0	0
YPR119W	1	0	0	0
YPR120C	0	0	0	0
YPR121W	539	0	0	0
YPR122W	494	0	0	0
YPR123C	0	0	0	0
YPR124W	0	0	0	0
YPR125W	0	0	0	0
YPR126C	0	0	0	0
YPR127W	6	0	0	0
YPR128C	0	0	0	0
YPR129W	0	0	0	0
YPR130C	746	0	0	0
YPR131C	0	0	0	0
YPR132W	21	0	0	0
YPR133C	0	0	0	0
YPR133W-A	3	0	0	0
YPR134W	0	0	0	0
YPR135W	2	0	0	0
YPR136C	0	0	0	0
YPR137C-A	0	0	0	0
YPR137C-B	0	0	0	0
YPR137W	0	0	0	0
YPR138C	4	0	0	0
YPR139C	0	0	0	0
YPR140W	0	0	0	0
YPR141C	17	0	0	0
YPR142C	0	0	0	0
YPR143W	0	0	0	0
YPR144C	0	0	0	0
YPR145C-A	500	3	422	63
YPR145W	0	1	89	0
YPR146C	1308	1	422	63
YPR147C	5	1	51	0
YPR148C	40	0	0	0
YPR149W	0	0	0	0
YPR150W	0	0	0	0
YPR151C	884	0	0	0
YPR152C	0	0	0	0
YPR153W	976	0	0	0
YPR154W	0	0	0	0
YPR155C	0	0	0	0
YPR156C	0	0	0	0
YPR157W	196	0	0	0
YPR158C-C	0	0	0	0
YPR158C-D	0	0	0	0
YPR158W	7	0	0	0
YPR158W-A	0	0	0	0
YPR158W-B	0	0	0	0
YPR159C-A	0	0	0	0
YPR159W	0	0	0	0
YPR160C-A	0	0	0	0
YPR160W	33	0	0	0
YPR160W-A	0	0	0	0
YPR161C	0	0	0	0
YPR162C	0	0	0	0
YPR163C	0	0	0	0
YPR164W	746	0	0	0
YPR165W	246	0	0	0
YPR166C	0	0	0	0
YPR167C	106	0	0	0
YPR168W	0	0	0	0
YPR169W	143	0	0	0
YPR169W-A	0	0	0	0
YPR170C	0	0	0	0
YPR170W-A	30	0	0	0
YPR170W-B	0	0	0	0
YPR171W	2	0	0	0
YPR172W	11	0	0	0
YPR173C	536	1	519	363
YPR174C	0	1	519	363
YPR175W	2	0	0	0
YPR176C	0	0	0	0
YPR177C	0	0	0	0
YPR178W	6	0	0	0
YPR179C	65	0	0	0
YPR180W	0	0	0	0
YPR181C	3	0	0	0
YPR182W	0	0	0	0
YPR183W	0	0	0	0
YPR184W	541	0	0	0
YPR185W	2	0	0	0
YPR186C	3	0	0	0
YPR187W	18	1	511	0
YPR188C	0	1	438	0
YPR189W	709	3	511	0
YPR190C	1	1	120	0
YPR191W	7	0	0	0
YPR192W	86	0	0	0
YPR193C	26	0	0	0
YPR194C	539	0	0	0
YPR195C	0	0	0	0
YPR196W	443	0	0	0
YPR197C	0	0	0	0
YPR198W	0	0	0	0
YPR199C	6	0	0	0
YPR200C	0	0	0	0
YPR201W	0	0	0	0
YPR202W	0	0	0	0
YPR203W	0	0	0	0
YPR204C-A	0	0	0	0
YPR204W	521	0	0	0
