gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YJR057W	X	+	651	651	169.0	180.0	539.0	54.0	431.0	6.0	431	7.0	72.0	154.0	154	69.0	0.0	1.0		82.0		both too long
YJR058C	X	-	444	444	183.0	169.0	533.5	415.0	243.0	288.0	288	28.0	48.0	56.0	56	46.0	1.0	1.0	45.0	8.0	both too long	both too long
YJR059W	X	+	2457	2457	91.0	117.0	689.1	4.0	62.0	74.0	74	61.0	136.0	123.0	136	124.0	1.0	0.0	12.0		both too long	
YJR060W	X	+	1056	1056	92.0	102.0	567.0	370.0	102.0	114.0	114	49.0	290.0	777.0	777	586.0	1.0	1.0	12.0	487.0	both too long	DRS too short
YJR061W	X	+	2808	2808	109.0	44.0	612.6	0.0	344.0		344		166.0		166							
YJR062C	X	-	1374	1374	125.0	63.0	545.0	12.0	12.0	13.0	13	9.0	107.0	630.0	630	511.0	1.0	1.0	1.0	523.0	both too long	DRS too short
YJR063W	X	+	378	378	89.0	234.0	438.9	126.0	36.0	46.0	46	47.0	137.0	224.0	224	131.0	1.0	1.0	10.0	87.0	both too short	both too long
YJR064W	X	+	1689	1689	740.0	879.0	791.5	453.0	58.0	35.0	58	36.0	42.0	147.0	147	46.0	0.0	1.0		105.0		DRS too short
YJR065C	X	-	1350	1350	515.0	315.0	704.8	679.0	23.0	51.0	51	26.0	156.0	298.0	298	148.0	1.0	1.0	28.0	142.0	DRS too short	both too long
YJR066W	X	+	7413	7413	136.0	104.0	817.1	0.0	0.0		0		116.0		116							
YJR067C	X	-	426	426	65.0	132.0	547.4	19.0	7.0	32.0	32	6.0	105.0	936.0	936	109.0	1.0	1.0	25.0	831.0	both too long	DRS too short
YJR068W	X	+	1062	1062	287.0	194.0	681.0	11.0	42.0	47.0	47	70.0	51.0	101.0	101	71.0	1.0	1.0	5.0	50.0	both too short	DRS too short
YJR069C	X	-	594	594	277.0	279.0	585.2	164.0	39.0	50.0	50	33.0	140.0	216.0	216	141.0	1.0	1.0	11.0	76.0	both too long	DRS too short
YJR070C	X	-	978	978	300.0	288.0	730.8	1064.0	79.0	224.0	224	23.0	133.0	129.0	133	130.0	1.0	0.0	145.0		both too long	
YJR071W	X	+	369	369	255.0	292.0	747.3	0.0	917.0		917		12.0		12							
YJR072C	X	-	1158	1158	210.0	58.0	597.6	262.0	35.0	40.0	40	31.0	73.0	300.0	300	70.0	1.0	1.0	5.0	227.0	both too long	both too long
YJR073C	X	-	621	621	216.0	513.0	548.3	254.0	30.0	799.0	799	24.0	47.0	53.0	53	83.0	1.0	1.0	769.0	6.0	both too long	both too short
YJR074W	X	+	657	657	276.0	175.0	597.6	3.0	824.0	15.0	824	750.0	77.0	96.0	96	101.0	0.0	1.0		19.0		both too short
YJR075W	X	+	1191	1191	218.0	302.0	688.2	317.0	86.0	61.0	86	60.0	66.0	272.0	272	198.0	0.0	1.0		206.0		DRS too short
YJR076C	X	-	1248	1248	301.0	74.0	452.7	60.0	66.0	88.0	88	77.0	95.0	133.0	133	134.0	1.0	1.0	22.0	38.0	DRS too short	both too short
YJR077C	X	-	936	936	449.0	568.0	862.9	162.0	40.0	60.0	60	47.0	148.0	212.0	212	152.0	1.0	1.0	20.0	64.0	DRS too short	DRS too short
YJR078W	X	+	1362	1362	63.0	11.0	498.8	1.0	35.0		35	0.0	27.0		27	217.0						
YJR079W	X	+	1035	330	74.0	7.0	705.6	0.0	408.0		408		377.0		377							
YJR080C	X	-	1185	1185	148.0	166.0	618.1	62.0	31.0	82.0	82	29.0	128.0	166.0	166	125.0	1.0	1.0	51.0	38.0	both too long	both too long
YJR082C	X	-	342	342	88.0	257.0	533.0	175.0		682.0	682	107.0		204.0	204	197.0						
YJR083C	X	-	930	930	106.0	36.0	646.3	60.0	28.0	41.0	41	19.0	87.0	304.0	304	86.0	1.0	1.0	13.0	217.0	both too long	both too long
YJR084W	X	+	1272	1272	473.0	58.0	484.3	18.0	27.0	42.0	42	23.0	104.0	165.0	165	25.0	1.0	1.0	15.0	61.0	both too long	both too long
YJR085C	X	-	318	318	517.0	844.0	419.4	389.0	43.0	43.0	43	44.0	84.0	173.0	173	69.0	0.0	1.0		89.0		both too long
YJR086W	X	+	333	333	215.0	29.0	532.4	2.0	21.0		21	29.0	17.0		17	17.0						
YJR087W	X	+	351	351	257.0	625.0	536.8	0.0	353.0		353	364.0	661.0		661	102.0						
YJR088C	X	-	879	879	237.0	140.0	551.1	54.0	38.0	328.0	328	50.0	63.0	272.0	272	131.0	1.0	1.0	290.0	209.0	DRS too short	DRS too short
YJR089W	X	+	2865	2865	60.0	47.0	572.3	3.0	105.0		105	136.0	69.0		69	80.0						
YJR090C	X	-	3456	3456	100.0	95.0	758.4	1.0	265.0		265	292.0	103.0		103	116.0						
YJR091C	X	-	3276	3276	76.0	92.0	1202.4	4.0	15.0	69.0	69	70.0	280.0	282.0	282	283.0	1.0	1.0	54.0	2.0	both too short	both too short
YJR092W	X	+	4344	4344	81.0	87.0	624.5	1.0	56.0		56	24.0	125.0		125	123.0						
YJR093C	X	-	984	984	72.0	64.0	594.3	81.0	74.0	57.0	74	58.0	107.0	159.0	159	106.0	0.0	1.0		52.0		both too long
YJR094C	X	-	1083	1083	50.0	21.0	723.1	4.0	183.0	196.0	196	197.0	172.0	171.0	172	172.0	1.0	0.0	13.0		both too short	
YJR094W-A	X	+	554	279	7091.0	7237.0	427.5	785.0	23.0	31.0	31	20.0	135.0	231.0	231	130.0	1.0	1.0	8.0	96.0	both too long	both too long
YJR095W	X	+	969	969	157.0		221.6	3.0	141.0		141	97.0	194.0		194	193.0						
YJR096W	X	+	849	849	167.0	201.0	817.6	7.0	111.0	170.0	170	126.0	81.0	80.0	81	88.0	1.0	0.0	59.0		DRS too short	
YJR097W	X	+	519	519	69.0	44.0	494.4	17.0	93.0	62.0	93	105.0	160.0	235.0	235	188.0	0.0	1.0		75.0		DRS too short
YJR098C	X	-	1971	1971	38.0	28.0	666.3	2.0	36.0		36	31.0	174.0		174	67.0						
YJR099W	X	+	711	711	117.0	183.0	704.4	80.0	154.0	81.0	154	60.0	76.0	1452.0	1452	123.0	0.0	1.0		1376.0		DRS too short
YJR100C	X	-	984	984	124.0	60.0	688.8	69.0	118.0	236.0	236	6.0	74.0	71.0	74	72.0	1.0	0.0	118.0		both too long	
YJR101W	X	+	801	801	223.0	319.0	713.0	123.0	82.0	119.0	119	96.0	145.0	151.0	151	140.0	1.0	1.0	37.0	6.0	DRS too short	both too long
YJR102C	X	-	609	609	234.0	115.0	666.4	20.0	188.0	288.0	288	68.0	116.0	102.0	116	121.0	1.0	0.0	100.0		both too long	
YJR103W	X	+	1737	1737	1206.0	124.0	524.6	52.0	95.0	75.0	95	7.0	57.0	77.0	77	74.0	0.0	1.0		20.0		DRS too short
YJR104C	X	-	465	465	1171.0	2262.0	507.8	18835.0	35.0	974.0	974	43.0	69.0	76.0	76	71.0	1.0	1.0	939.0	7.0	DRS too short	DRS too short
YJR105W	X	+	1023	1023	1252.0	1596.0	860.2	1406.0	383.0	411.0	411	32.0	45.0	45.0	45	45.0	1.0	0.0	28.0		both too long	
YJR106W	X	+	2178	2178	404.0	17.0	503.6	3.0	118.0		118	142.0	26.0		26	1421.0						
YJR107C-A	X	-	237	237	116.0	167.0	420.9	26.0	17.0		17	25.0	163.0		163	223.0						
YJR107W	X	+	987	987	92.0	101.0	539.6	31.0	975.0	532.0	975	587.0	100.0	109.0	109	154.0	0.0	1.0		9.0		both too short
YJR108W	X	+	372	372	312.0	5.0	401.4	0.0	0.0		0		119.0		119							
YJR109C	X	-	3357	3357	699.0	963.0	990.5	10.0	47.0	76.0	76	77.0	105.0	102.0	105	103.0	1.0	0.0	29.0		both too short	
YJR110W	X	+	2067	2067	112.0	55.0	558.8	3.0	114.0	125.0	125	126.0	143.0	141.0	143	132.0	1.0	0.0	11.0		both too short	
YJR111C	X	-	852	852	116.0	152.0	606.4	1.0	122.0	129.0	129	130.0	108.0	116.0	116	117.0	1.0	1.0	7.0	8.0	both too short	both too short
YJR112W	X	+	606	606	34.0	24.0	422.3	119.0	27.0	33.0	33	19.0	81.0	152.0	152	52.0	1.0	1.0	6.0	71.0	both too long	both too long
YJR112W-A	X	+	379	330	47.0	76.0	509.5	48.0	21.0	36.0	36	33.0	110.0	232.0	232	108.0	1.0	1.0	15.0	122.0	DRS too short	both too long
YJR113C	X	-	744	744	52.0	33.0	541.5	306.0	233.0	417.0	417	55.0	57.0	73.0	73	73.0	1.0	1.0	184.0	16.0	both too long	both too short
YJR114W	X	+	393	393	39.0	46.0	646.1	1.0	542.0		542	168.0	154.0		154	50.0						
YJR115W	X	+	510	510	31.0	41.0	495.0	3.0	221.0	651.0	651	57.0	295.0	297.0	297	233.0	1.0	1.0	430.0	2.0	both too long	both too long
YJR116W	X	+	840	840	77.0	86.0	683.6	19.0	171.0	159.0	171	108.0	36.0	191.0	191	164.0	0.0	1.0		155.0		DRS too short
YJR117W	X	+	1362	1362	327.0	311.0	721.7	14.0	33.0	38.0	38	30.0	117.0	165.0	165	99.0	1.0	1.0	5.0	48.0	both too long	both too long
YJR118C	X	-	612	612	201.0	276.0	528.3	66.0	66.0	37.0	66	38.0	104.0	185.0	185	102.0	0.0	1.0		81.0		both too long
YJR119C	X	-	2187	2187	113.0	33.0	533.1	5.0	6.0	8.0	8	9.0	43.0	80.0	80	81.0	1.0	1.0	2.0	37.0	both too short	both too short
YJR120W	X	+	351	351	16.0		485.4	0.0			0				0							
YJR121W	X	+	1536	1536	1013.0	1472.0	893.9	14398.0	191.0	235.0	235	193.0	82.0	360.0	360	228.0	1.0	1.0	44.0	278.0	DRS too short	DRS too short
YJR122W	X	+	1494	1494	509.0	84.0	432.0	22.0	118.0	404.0	404	67.0	63.0	765.0	765	48.0	1.0	1.0	286.0	702.0	both too long	both too long
YJR123W	X	+	678	678	5152.0	8955.0	662.1	31880.0	59.0	129.0	129	36.0	127.0	198.0	198	120.0	1.0	1.0	70.0	71.0	both too long	both too long
YJR124C	X	-	1347	1347	3927.0	98.0	591.2	17.0	202.0	244.0	244	0.0	116.0	194.0	194	183.0	1.0	1.0	42.0	78.0		DRS too short
YJR125C	X	-	1227	1227	148.0	101.0	652.8	97.0	49.0	59.0	59	60.0	86.0	169.0	169	84.0	1.0	1.0	10.0	83.0	both too short	both too long
YJR126C	X	-	2436	2436	133.0	169.0	869.4	2.0	0.0		0	9.0	70.0		70	75.0						
YJR127C	X	-	4143	4143	70.0	86.0	645.2	0.0	656.0		656		77.0		77							
YJR128W	X	+	360	360	50.0		387.1	0.0			0				0							
YJR129C	X	-	1020	1020	127.0	121.0	556.2	11.0	48.0	63.0	63	46.0	40.0	306.0	306	40.0	1.0	1.0	15.0	266.0	both too long	both too long
YJR130C	X	-	1920	1920	125.0	190.0	1027.0	101.0	51.0	89.0	89	62.0	97.0	168.0	168	106.0	1.0	1.0	38.0	71.0	DRS too short	DRS too short
YJR131W	X	+	1650	1650	59.0	87.0	912.5	38.0	247.0	35.0	247	49.0	61.0	903.0	903	65.0	0.0	1.0		842.0		DRS too short
YJR132W	X	+	3147	3147	210.0	174.0	799.8	24.0	46.0	60.0	60	61.0	172.0	174.0	174	164.0	1.0	1.0	14.0	2.0	both too short	both too long
YJR133W	X	+	630	630	169.0	220.0	511.1	248.0	609.0	148.0	609	90.0	104.0	105.0	105	106.0	0.0	1.0		1.0		both too short
YJR134C	X	-	2124	2124	176.0	108.0	697.6	17.0	55.0	70.0	70	41.0	108.0	106.0	108	107.0	1.0	0.0	15.0		both too long	
YJR135C	X	-	720	720	328.0	57.0	410.4	17.0		60.0	60	11.0		229.0	229	228.0						
YJR135W-A	X	+	264	264	437.0	1048.0	415.6	166.0	20.0	19.0	20	20.0	102.0	404.0	404	87.0	0.0	1.0		302.0		both too long
YJR136C	X	-	1266	1266	418.0	54.0	463.7	4.0	8.0	21.0	21	10.0	33.0	85.0	85	95.0	1.0	1.0	13.0	52.0	DRS too short	both too short
YJR137C	X	-	4329	4329	107.0	151.0	936.0	0.0	155.0		155		148.0		148							
YJR138W	X	+	4755	4755	267.0	68.0	601.0	1.0	131.0		131	40.0	149.0		149	121.0						
YJR139C	X	-	1080	1080	715.0	920.0	928.4	849.0	100.0	111.0	111	64.0	71.0	134.0	134	70.0	1.0	1.0	11.0	63.0	both too long	both too long
YJR140C	X	-	4947	4947	33.0	31.0	952.7	0.0	39.0		39		207.0		207							
YJR140W-A	X	+	150	150	18.0	10.0	425.4	1.0	434.0		434	81.0	136.0		136	1098.0						
YJR141W	X	+	1044	1044	94.0	123.0	850.9	13.0	22.0	32.0	32	33.0	58.0	139.0	139	116.0	1.0	1.0	10.0	81.0	both too short	DRS too short
YJR142W	X	+	1029	1029	234.0	190.0	643.5	104.0	9.0	76.0	76	16.0	111.0	193.0	193	105.0	1.0	1.0	67.0	82.0	DRS too short	both too long
YJR143C	X	-	2289	2289	342.0	358.0	949.7	21.0	48.0	70.0	70	59.0	130.0	157.0	157	131.0	1.0	1.0	22.0	27.0	DRS too short	DRS too short
YJR144W	X	+	810	810	2388.0	219.0	479.8	210.0	36.0	195.0	195	21.0	65.0	71.0	71	66.0	1.0	1.0	159.0	6.0	both too long	DRS too short
YJR145C	X	-	1042	786	4473.0	6618.0	663.6	389.0	0.0	494.0	494	20.0	77.0	96.0	96	90.0	1.0	1.0	494.0	19.0	DRS too short	DRS too short
YJR146W	X	+	354	354	21.0	20.0	695.4	3.0	485.0		485	110.0	817.0		817	1155.0						
YJR147W	X	+	1077	1077	50.0	55.0	881.1	57.0	793.0	145.0	793	90.0	129.0	441.0	441	372.0	0.0	1.0		312.0		DRS too short
YJR148W	X	+	1131	1131	445.0	457.0	792.9	191.0	901.0	151.0	901	57.0	61.0	312.0	312	63.0	0.0	1.0		251.0		DRS too short
YJR149W	X	+	1215	1215	235.0	227.0	492.4	6.0	828.0		828	1473.0	40.0		40	37.0						
YJR150C	X	-	897	897	16.0		384.4	2.0		177.0	177	37.0		106.0	106	107.0						
YJR151C	X	-	3486	3486	29.0	13.0	586.2	1.0	143.0		143	124.0	73.0		73	59.0						
YJR151W-A	X	+	51	51	29.0		391.9	0.0			0	518.0			0	295.0						
YJR152W	X	+	1632	1632	47.0	37.0	753.0	4.0	330.0	280.0	330	227.0	92.0	93.0	93	96.0	0.0	1.0		1.0		both too short
YJR153W	X	+	1086	1086	47.0	47.0	634.7	5.0	278.0	194.0	278	337.0	286.0	798.0	798	84.0	0.0	1.0		512.0		both too long
YJR154W	X	+	1041	1041	34.0		576.4	2.0			0	233.0			0	1531.0						
YJR155W	X	+	867	867	65.0	61.0	625.4	34.0	365.0	378.0	378	1030.0	56.0	60.0	60	88.0	1.0	1.0	13.0	4.0	both too short	both too short
YJR156C	X	-	1023	1023	45.0	57.0	439.7	0.0	14.0		14		148.0		148							
YJR157W	X	+	363	363	14.0		529.4	0.0			0				0							
YJR158W	X	+	1704	1704	33.0	28.0	333.5	0.0	264.0		264		199.0		199							
YJR159W	X	+	1074	1074	72.0	101.0	490.2	0.0	113.0		113		74.0		74							
YJR160C	X	-	1809	1809	60.0	5.0	588.5	0.0			0				0							
YJR161C	X	-	1152	1152	162.0	109.0	668.9	0.0	89.0		89		617.0		617							
YJR162C	X	-	351	351				0.0			0				0							
YKL001C	XI	-	609	609	251.0	345.0	556.8	107.0	138.0	150.0	150	44.0	78.0	108.0	108	107.0	1.0	1.0	12.0	30.0	both too long	DRS too short
YKL002W	XI	+	767	699	317.0	139.0	532.6	527.0	67.0	477.0	477	77.0	78.0	91.0	91	61.0	1.0	1.0	410.0	13.0	DRS too short	both too long
YKL003C	XI	-	396	396	186.0	237.0	444.2	634.0	30.0	1086.0	1086	41.0	106.0	132.0	132	98.0	1.0	1.0	1056.0	26.0	DRS too short	both too long
YKL004W	XI	+	1206	1206	260.0	276.0	683.9	93.0	345.0	365.0	365	356.0	48.0	179.0	179	149.0	1.0	1.0	20.0	131.0	DRS too short	DRS too short
YKL005C	XI	-	1785	1785	3300.0	74.0	471.6	39.0	103.0	142.0	142	116.0	175.0	172.0	175	173.0	1.0	0.0	39.0		DRS too short	
YKL006C-A	XI	-	435	294	452.0	712.0	578.4	1178.0	237.0	670.0	670	42.0	910.0	68.0	910	69.0	1.0	0.0	433.0		both too long	
YKL006W	XI	+	815	417	4646.0	7875.0	495.3	1342.0	9.0	193.0	193	19.0	92.0	89.0	92	98.0	1.0	0.0	184.0		DRS too short	
YKL007W	XI	+	807	807	429.0	174.0	622.4	746.0	30.0	356.0	356	41.0	141.0	137.0	141	138.0	1.0	0.0	326.0		DRS too short	
YKL008C	XI	-	1257	1257	718.0	267.0	636.6	16.0	257.0	208.0	257	41.0	73.0	155.0	155	131.0	0.0	1.0		82.0		DRS too short
YKL009W	XI	+	711	711	1047.0	1519.0	686.2	72.0	48.0	76.0	76	39.0	101.0	131.0	131	93.0	1.0	1.0	28.0	30.0	both too long	both too long
YKL010C	XI	-	4452	4452	137.0	176.0	854.3	3.0	92.0		92	88.0	65.0		65	59.0						
YKL011C	XI	-	1062	1062	167.0	88.0	585.8	29.0	14.0	125.0	125	3.0	93.0	88.0	93	82.0	1.0	0.0	111.0		both too long	
YKL012W	XI	+	1752	1752	343.0	93.0	611.4	41.0	78.0	46.0	78	63.0	96.0	241.0	241	138.0	0.0	1.0		145.0		DRS too short
YKL013C	XI	-	516	516	307.0	684.0	594.2	174.0	34.0	52.0	52	45.0	170.0	275.0	275	172.0	1.0	1.0	18.0	105.0	DRS too short	DRS too short
YKL014C	XI	-	5295	5295	352.0	323.0	767.8	0.0	17.0		17		116.0		116							
YKL015W	XI	+	2940	2940	192.0	97.0	731.2	7.0	87.0		87	98.0	117.0		117	102.0						
YKL016C	XI	-	525	525	187.0	373.0	565.3	458.0	78.0	95.0	95	71.0	86.0	194.0	194	95.0	1.0	1.0	17.0	108.0	both too long	DRS too short
YKL017C	XI	-	2052	2052	251.0	34.0	599.1	16.0	0.0	6.0	6	8.0	66.0	110.0	110	111.0	1.0	1.0	6.0	44.0	both too short	both too short
YKL018C-A	XI	-	300	300	72.0	133.0	501.4	1079.0	99.0	55.0	99	41.0	89.0	569.0	569	89.0	0.0	1.0		480.0		both too long
YKL018W	XI	+	990	990	124.0	106.0	578.1	19.0	44.0	39.0	44	40.0	130.0	159.0	159	126.0	0.0	1.0		29.0		both too long
YKL019W	XI	+	951	951	121.0	117.0	732.5	63.0	152.0	210.0	210	19.0	79.0	75.0	79	76.0	1.0	0.0	58.0		both too long	
YKL020C	XI	-	3249	3249	80.0	120.0	862.1	5.0	42.0		42	53.0	73.0		73	90.0						
YKL021C	XI	-	1407	1407	106.0	95.0	627.1	0.0	0.0		0		100.0		100							
YKL022C	XI	-	2523	2523	68.0	47.0	687.7	0.0	11.0		11		102.0		102							
YKL023C-A	XI	-	228	228	146.0	185.0	689.0	6.0	23.0	36.0	36	37.0	724.0	266.0	724	719.0	1.0	0.0	13.0		both too short	
YKL023W	XI	+	834	834	43.0	33.0	479.9	21.0	182.0	139.0	182	27.0	153.0	152.0	153	153.0	0.0	0.0				
YKL024C	XI	-	615	615	143.0	191.0	641.3	98.0	213.0	224.0	224	225.0	101.0	160.0	160	99.0	1.0	1.0	11.0	59.0	both too short	both too long
YKL025C	XI	-	2040	2040	163.0	90.0	731.3	80.0	6.0	33.0	33	34.0	63.0	68.0	68	60.0	1.0	1.0	27.0	5.0	both too short	both too long
YKL026C	XI	-	504	504	133.0	80.0	486.9	6.0	96.0	110.0	110	144.0	178.0	194.0	194	181.0	1.0	1.0	14.0	16.0	both too short	DRS too short
YKL027W	XI	+	1344	1344	230.0	227.0	677.8	111.0	121.0	162.0	162	57.0	108.0	103.0	108	107.0	1.0	0.0	41.0		both too long	
YKL028W	XI	+	1449	1449	52.0	91.0	509.6	64.0	30.0	43.0	43	44.0	306.0	334.0	334	314.0	1.0	1.0	13.0	28.0	both too short	DRS too short
YKL029C	XI	-	2010	2010	176.0	170.0	1056.5	8.0	37.0	121.0	121	24.0	116.0	111.0	116	120.0	1.0	0.0	84.0		both too long	
YKL030W	XI	+	606	606	111.0	222.0	671.2	0.0	268.0		268		884.0		884							
YKL031W	XI	+	414	414	87.0		453.7	0.0			0				0							
YKL032C	XI	-	1794	1794	141.0	114.0	632.0	1.0	83.0		83	94.0	159.0		159	158.0						
YKL033W	XI	+	3117	3117	582.0	82.0	664.7	2.0	29.0		29	6.0	442.0		442	439.0						
YKL033W-A	XI	+	711	711	597.0	1087.0	646.3	157.0	94.0	121.0	121	76.0	71.0	146.0	146	70.0	1.0	1.0	27.0	75.0	both too long	both too long
YKL034W	XI	+	2277	2277	260.0	66.0	457.9	39.0	79.0	143.0	143	45.0	74.0	132.0	132	113.0	1.0	1.0	64.0	58.0	both too long	DRS too short
YKL035W	XI	+	1500	1500	507.0	713.0	998.4	483.0	113.0	132.0	132	71.0	155.0	165.0	165	168.0	1.0	1.0	19.0	10.0	both too long	both too short
YKL036C	XI	-	393	393	16.0	18.0	392.8	5.0		98.0	98	24.0		326.0	326	332.0						
YKL037W	XI	+	357	357	24.0		386.5	1.0			0	66.0			0	1805.0						
YKL038W	XI	+	3513	3513	52.0	49.0	696.0	6.0	225.0		225	235.0	175.0		175	166.0						
YKL039W	XI	+	1572	1572	234.0	200.0	893.0	84.0	155.0	173.0	173	118.0	193.0	258.0	258	235.0	1.0	1.0	18.0	65.0	both too long	DRS too short
YKL040C	XI	-	771	771	298.0	399.0	797.5	382.0	63.0	61.0	63	44.0	253.0	937.0	937	250.0	0.0	1.0		684.0		both too long
YKL041W	XI	+	675	675	168.0	48.0	604.6	225.0	130.0	93.0	130	94.0	78.0	330.0	330	77.0	0.0	1.0		252.0		both too long
YKL042W	XI	+	1092	1092	63.0	41.0	527.1	27.0	54.0	137.0	137	138.0	201.0	255.0	255	207.0	1.0	1.0	83.0	54.0	both too short	DRS too short
YKL043W	XI	+	1101	1101	103.0	129.0	710.4	8.0	236.0	305.0	305	267.0	170.0	165.0	170	174.0	1.0	0.0	69.0		DRS too short	
YKL044W	XI	+	321	321				5.0		303.0	303	109.0		70.0	70	120.0						
YKL045W	XI	+	1587	1587	139.0	141.0	750.9	83.0	646.0	72.0	646	73.0	113.0	138.0	138	103.0	0.0	1.0		25.0		both too long
YKL046C	XI	-	1350	1350	264.0	347.0	942.9	6.0	217.0	265.0	265	240.0	223.0	235.0	235	232.0	1.0	1.0	48.0	12.0	DRS too short	DRS too short
YKL047W	XI	+	1551	1551	194.0	110.0	676.9	12.0	31.0	47.0	47	21.0	108.0	173.0	173	104.0	1.0	1.0	16.0	65.0	both too long	both too long
YKL048C	XI	-	1923	1923	32.0	41.0	563.2	2.0	73.0	84.0	84	85.0	178.0	180.0	180	181.0	1.0	1.0	11.0	2.0	both too short	both too short
YKL049C	XI	-	690	690	67.0	86.0	596.3	18.0	50.0	78.0	78	44.0	112.0	111.0	112	112.0	1.0	0.0	28.0		both too long	
YKL050C	XI	-	2769	2769	88.0	14.0	456.3	1.0	150.0		150	708.0	75.0		75	184.0						
YKL051W	XI	+	1062	1062	155.0	199.0	656.7	5.0	272.0	139.0	272	135.0	179.0	400.0	400	173.0	0.0	1.0		221.0		both too long
YKL052C	XI	-	879	879	182.0	43.0	431.4	171.0	706.0	432.0	706	23.0	41.0	39.0	41	40.0	0.0	0.0				
YKL053C-A	XI	-	261	261	164.0	570.0	417.8	146.0	75.0	80.0	80	86.0	116.0	207.0	207	117.0	1.0	1.0	5.0	91.0	both too short	DRS too short
YKL053W	XI	+	375	375	191.0	17.0	448.5	2.0	206.0		206	419.0	546.0		546	1280.0						
YKL054C	XI	-	2217	2217	519.0	625.0	761.8	11.0	83.0	109.0	109	97.0	216.0	217.0	217	215.0	1.0	1.0	26.0	1.0	DRS too short	both too long
YKL055C	XI	-	837	837	7360.0	13.0	668.3	18.0	241.0	44.0	241	34.0	201.0	438.0	438	1084.0	0.0	1.0		237.0		both too short
YKL056C	XI	-	504	504	8489.0	24040.0	615.1	1866.0	75.0	1212.0	1212	33.0	163.0	128.0	163	175.0	1.0	0.0	1137.0		both too long	
YKL057C	XI	-	3114	3114	8904.0	287.0	623.9	23.0	42.0	54.0	54	49.0	53.0	56.0	56	50.0	1.0	1.0	12.0	3.0	DRS too short	both too long
YKL058W	XI	+	369	369	318.0	448.0	532.8	101.0	36.0	267.0	267	30.0	164.0	163.0	164	219.0	1.0	0.0	231.0		both too long	
YKL059C	XI	-	1326	1326	93.0	33.0	398.9	31.0	59.0	69.0	69	70.0	100.0	120.0	120	90.0	1.0	1.0	10.0	20.0	both too short	both too long
YKL060C	XI	-	1080	1080	18247.0	27259.0	788.6	12211.0	94.0	21.0	94	24.0	86.0	429.0	429	52.0	0.0	1.0		343.0		both too long
YKL061W	XI	+	342	342	9108.0	101.0	447.9	8.0	319.0	29.0	319	17.0	161.0	281.0	281	161.0	0.0	1.0		120.0		both too long
YKL062W	XI	+	1893	1893	140.0	193.0	998.4	14.0	94.0	145.0	145	105.0	306.0	420.0	420	424.0	1.0	1.0	51.0	114.0	DRS too short	both too short
YKL063C	XI	-	504	504	177.0	172.0	549.1	355.0	171.0	694.0	694	166.0	178.0	158.0	178	171.0	1.0	0.0	523.0		both too long	
YKL064W	XI	+	2910	2910	199.0	200.0	714.3	2.0	124.0		124	158.0	158.0		158	36.0						
YKL065C	XI	-	621	621	496.0	979.0	646.8	1906.0	250.0	245.0	250	36.0	50.0	137.0	137	138.0	0.0	1.0		87.0		both too short
YKL065W-A	XI	+	222	222	592.0	18.0	605.2	4.0			0	1196.0			0	357.0						
YKL066W	XI	+	444	444	529.0	546.0	575.2	4.0	590.0		590	523.0	0.0		0	808.0						
YKL067W	XI	+	462	462	549.0	560.0	615.2	840.0	125.0	69.0	125	54.0	195.0	294.0	294	183.0	0.0	1.0		99.0		both too long
YKL068W	XI	+	2880	2880	277.0	222.0	641.4	29.0	109.0	119.0	119	120.0	120.0	101.0	120	102.0	1.0	0.0	10.0		both too short	
YKL068W-A	XI	+	237	237	177.0	218.0	518.6	23.0		210.0	210	45.0		311.0	311	329.0						
YKL069W	XI	+	543	543	89.0	85.0	508.0	153.0	14.0	42.0	42	8.0	35.0	220.0	220	31.0	1.0	1.0	28.0	185.0	both too long	both too long
YKL070W	XI	+	510	510	35.0	43.0	581.7	1.0	445.0	297.0	445	298.0	299.0	258.0	299	259.0	0.0	0.0				
YKL071W	XI	+	771	771	97.0	85.0	771.4	3.0	772.0	219.0	772	775.0	81.0	98.0	98	177.0	0.0	1.0		17.0		both too short
YKL072W	XI	+	2301	2301	144.0	56.0	519.5	2.0	103.0	237.0	237	238.0	133.0	135.0	135	134.0	1.0	1.0	134.0	2.0	both too short	DRS too short
YKL073W	XI	+	2646	2646	227.0	304.0	922.4	6.0	42.0	76.0	76	39.0	83.0	90.0	90	93.0	1.0	1.0	34.0	7.0	both too long	both too short
YKL074C	XI	-	1584	1584	94.0	142.0	927.9	73.0	14.0	7.0	14	24.0	80.0	108.0	108	74.0	0.0	1.0		28.0		both too long
YKL075C	XI	-	1353	1353	170.0	27.0	502.6	100.0	83.0		83	85.0	166.0		166	163.0						
YKL076C	XI	-	384	384	136.0	33.0	535.6	100.0	991.0	1038.0	1038	1172.0	48.0	80.0	80	45.0	1.0	1.0	47.0	32.0	both too short	both too long
YKL077W	XI	+	1179	1179	279.0	442.0	845.6	67.0	59.0	112.0	112	64.0	204.0	333.0	333	202.0	1.0	1.0	53.0	129.0	DRS too short	both too long
